,GENE NAME,GENE ID
2369,CCDC150,ENSG00000144395
2370,CCDC152,ENSG00000198865
2371,CCDC153,ENSG00000248712
2372,CCDC154,ENSG00000197599
2373,CCDC157,ENSG00000187860
2374,CCDC158,ENSG00000163749
2375,CCDC159,ENSG00000183401
2376,CCDC160,ENSG00000203952
2377,CCDC163,ENSG00000280670
2378,CCDC166,ENSG00000255181
2379,CCDC167,ENSG00000198937
2380,CCDC168,ENSG00000175820
2381,CCDC169,ENSG00000242715
2382,CCDC170,ENSG00000120262
2383,CCDC171,ENSG00000164989
2384,CCDC172,ENSG00000182645
2385,CCDC174,ENSG00000154781
2386,CCDC175,ENSG00000151838
2387,CCDC177,ENSG00000267909
2388,CCDC178,ENSG00000166960
2389,CCDC179,ENSG00000255359
2390,CCDC180,ENSG00000197816
2391,CCDC181,ENSG00000117477
2392,CCDC182,ENSG00000166329
2393,CCDC183,ENSG00000213213
2394,CCDC184,ENSG00000177875
2395,CCDC185,ENSG00000178395
2396,CCDC186,ENSG00000165813
2397,CCDC187,ENSG00000260220
2398,CCDC188,ENSG00000234409
2399,CCDC190,ENSG00000185860
2400,CCDC191,ENSG00000163617
2401,CCDC192,ENSG00000230561
2402,CCDC194,ENSG00000269720
2403,CCDC195,ENSG00000283428
2404,CCDC196,ENSG00000196553
2405,CCDC197,ENSG00000175699
2406,CCDC198,ENSG00000100557
2407,CCDC200,ENSG00000236383
2408,CCDC201,ENSG00000283247
2409,CCER1,ENSG00000197651
2410,CCER2,ENSG00000262484
2411,CCHCR1,ENSG00000204536
2412,CCIN,ENSG00000185972
2413,CCK,ENSG00000187094
2414,CCKAR,ENSG00000163394
2415,CCKBR,ENSG00000110148
2416,CCL1,ENSG00000108702
2417,CCL2,ENSG00000108691
2418,CCL3,ENSG00000277632
2419,CCL3L3,ENSG00000276085
2420,CCL4,ENSG00000275302
2421,CCL4L2,ENSG00000276070
2422,CCL5,ENSG00000271503
2423,CCL7,ENSG00000108688
2424,CCL8,ENSG00000108700
2425,CCL11,ENSG00000172156
2426,CCL13,ENSG00000181374
2427,CCL14,ENSG00000276409
2428,CCL15,ENSG00000275718
2429,CCL16,ENSG00000275152
2430,CCL17,ENSG00000102970
2431,CCL18,ENSG00000275385
2432,CCL19,ENSG00000172724
2433,CCL20,ENSG00000115009
2434,CCL21,ENSG00000137077
2435,CCL22,ENSG00000102962
2436,CCL23,ENSG00000274736
2437,CCL24,ENSG00000106178
2438,CCL25,ENSG00000131142
2439,CCL26,ENSG00000006606
2440,CCL27,ENSG00000213927
2441,CCL28,ENSG00000151882
2442,CCM2,ENSG00000136280
2443,CCM2L,ENSG00000101331
2444,CCN1,ENSG00000142871
2445,CCN2,ENSG00000118523
2446,CCN3,ENSG00000136999
2447,CCN4,ENSG00000104415
2448,CCN5,ENSG00000064205
2449,CCN6,ENSG00000112761
2450,CCNA1,ENSG00000133101
2451,CCNA2,ENSG00000145386
2452,CCNB1,ENSG00000134057
2453,CCNB1IP1,ENSG00000100814
2454,CCNB2,ENSG00000157456
2455,CCNB3,ENSG00000147082
2456,CCNC,ENSG00000112237
2457,CCND1,ENSG00000110092
2458,CCND2,ENSG00000118971
2459,CCND3,ENSG00000112576
2460,CCNDBP1,ENSG00000166946
2461,CCNE1,ENSG00000105173
2462,CCNE2,ENSG00000175305
2463,CCNF,ENSG00000162063
2464,CCNG1,ENSG00000113328
2465,CCNG2,ENSG00000138764
2466,CCNH,ENSG00000134480
2467,CCNI,ENSG00000118816
2468,CCNI2,ENSG00000205089
2469,CCNJ,ENSG00000107443
2470,CCNJL,ENSG00000135083
2471,CCNK,ENSG00000090061
2472,CCNL1,ENSG00000163660
2473,CCNL2,ENSG00000221978
2474,CCNO,ENSG00000152669
2475,CCNP,ENSG00000105219
2476,CCNQ,ENSG00000262919
2477,CCNT1,ENSG00000129315
2478,CCNT2,ENSG00000082258
2479,CCNY,ENSG00000108100
2480,CCNYL1,ENSG00000163249
2481,CCP110,ENSG00000103540
2482,CCPG1,ENSG00000260916
2483,CCR1,ENSG00000163823
2484,CCR2,ENSG00000121807
2485,CCR3,ENSG00000183625
2486,CCR4,ENSG00000183813
2487,CCR5,ENSG00000160791
2488,CCR6,ENSG00000112486
2489,CCR7,ENSG00000126353
2490,CCR8,ENSG00000179934
2491,CCR9,ENSG00000173585
2492,CCR10,ENSG00000184451
2493,CCRL2,ENSG00000121797
2494,CCS,ENSG00000173992
2495,CCSAP,ENSG00000154429
2496,CCSER1,ENSG00000184305
2497,CCSER2,ENSG00000107771
2498,CCT2,ENSG00000166226
2499,CCT3,ENSG00000163468
2500,CCT4,ENSG00000115484
2501,CCT5,ENSG00000150753
2502,CCT6A,ENSG00000146731
2503,CCT6B,ENSG00000132141
2504,CCT7,ENSG00000135624
2505,CCT8,ENSG00000156261
2506,CCT8L2,ENSG00000198445
2507,CCZ1,ENSG00000122674
2508,CCZ1B,ENSG00000146574
2509,CD1A,ENSG00000158477
2510,CD1B,ENSG00000158485
2511,CD1C,ENSG00000158481
2512,CD1D,ENSG00000158473
2513,CD1E,ENSG00000158488
2514,CD2,ENSG00000116824
2515,CD2AP,ENSG00000198087
2516,CD2BP2,ENSG00000169217
2517,CD3D,ENSG00000167286
2518,CD3E,ENSG00000198851
2519,CD3G,ENSG00000160654
2520,CD4,ENSG00000010610
2521,CD5,ENSG00000110448
2522,CD5L,ENSG00000073754
2523,CD6,ENSG00000013725
2524,CD7,ENSG00000173762
2525,CD8A,ENSG00000153563
2526,CD8B,ENSG00000172116
2527,CD8B2,ENSG00000254126
2528,CD9,ENSG00000010278
2529,CD14,ENSG00000170458
2530,CD19,ENSG00000177455
2531,CD22,ENSG00000012124
2532,CD24,ENSG00000272398
2533,CD27,ENSG00000139193
2534,CD28,ENSG00000178562
2535,CD33,ENSG00000105383
2536,CD34,ENSG00000174059
2537,CD36,ENSG00000135218
2538,CD37,ENSG00000104894
2539,CD38,ENSG00000004468
2540,CD40,ENSG00000101017
2541,CD40LG,ENSG00000102245
2542,CD44,ENSG00000026508
2543,CD46,ENSG00000117335
2544,CD47,ENSG00000196776
2545,CD48,ENSG00000117091
2546,CD52,ENSG00000169442
2547,CD53,ENSG00000143119
2548,CD55,ENSG00000196352
2549,CD58,ENSG00000116815
2550,CD59,ENSG00000085063
2551,CD63,ENSG00000135404
2552,CD68,ENSG00000129226
2553,CD69,ENSG00000110848
2554,CD70,ENSG00000125726
2555,CD72,ENSG00000137101
2556,CD74,ENSG00000019582
2557,CD79A,ENSG00000105369
2558,CD79B,ENSG00000007312
2559,CD80,ENSG00000121594
2560,CD81,ENSG00000110651
2561,CD82,ENSG00000085117
2562,CD83,ENSG00000112149
2563,CD84,ENSG00000066294
2564,CD86,ENSG00000114013
2565,CD93,ENSG00000125810
2566,CD96,ENSG00000153283
2567,CD99,ENSG00000002586
2568,CD99L2,ENSG00000102181
2569,CD101,ENSG00000134256
2570,CD109,ENSG00000156535
2571,CD151,ENSG00000177697
2572,CD160,ENSG00000117281
2573,CD163,ENSG00000177575
2574,CD163L1,ENSG00000177675
2575,CD164,ENSG00000135535
2576,CD164L2,ENSG00000174950
2577,CD177,ENSG00000204936
2578,CD180,ENSG00000134061
2579,CD200,ENSG00000091972
2580,CD200R1,ENSG00000163606
2581,CD200R1L,ENSG00000206531
2582,CD207,ENSG00000116031
2583,CD209,ENSG00000090659
2584,CD226,ENSG00000150637
2585,CD244,ENSG00000122223
2586,CD247,ENSG00000198821
2587,CD248,ENSG00000174807
2588,CD274,ENSG00000120217
2589,CD276,ENSG00000103855
2590,CD300A,ENSG00000167851
2591,CD300C,ENSG00000167850
2592,CD300E,ENSG00000186407
2593,CD300H,ENSG00000284690
2594,CD300LB,ENSG00000178789
2595,CD300LD,ENSG00000204345
2596,CD300LF,ENSG00000186074
2597,CD300LG,ENSG00000161649
2598,CD302,ENSG00000241399
2599,CD320,ENSG00000167775
2600,CDA,ENSG00000158825
2601,CDADC1,ENSG00000102543
2602,CDAN1,ENSG00000140326
2603,CDC5L,ENSG00000096401
2604,CDC6,ENSG00000094804
2605,CDC7,ENSG00000097046
2606,CDC14A,ENSG00000079335
2607,CDC14B,ENSG00000081377
2608,CDC14C,ENSG00000218305
2609,CDC16,ENSG00000130177
2610,CDC20,ENSG00000117399
2611,CDC20B,ENSG00000164287
2612,CDC23,ENSG00000094880
2613,CDC25A,ENSG00000164045
2614,CDC25B,ENSG00000101224
2615,CDC25C,ENSG00000158402
2616,CDC26,ENSG00000176386
2617,CDC27,ENSG00000004897
2618,CDC34,ENSG00000099804
2619,CDC37,ENSG00000105401
2620,CDC37L1,ENSG00000106993
2621,CDC40,ENSG00000168438
2622,CDC42,ENSG00000070831
2623,CDC42BPA,ENSG00000143776
2624,CDC42BPB,ENSG00000198752
2625,CDC42BPG,ENSG00000171219
2626,CDC42EP1,ENSG00000128283
2627,CDC42EP2,ENSG00000149798
2628,CDC42EP3,ENSG00000163171
2629,CDC42EP4,ENSG00000179604
2630,CDC42EP5,ENSG00000167617
2631,CDC42SE1,ENSG00000197622
2632,CDC42SE2,ENSG00000158985
2633,CDC45,ENSG00000093009
2634,CDC73,ENSG00000134371
2635,CDC123,ENSG00000151465
2636,CDCA2,ENSG00000184661
2637,CDCA3,ENSG00000111665
2638,CDCA4,ENSG00000170779
2639,CDCA5,ENSG00000146670
2640,CDCA7,ENSG00000144354
2641,CDCA7L,ENSG00000164649
2642,CDCA8,ENSG00000134690
2643,CDCP1,ENSG00000163814
2644,CDCP2,ENSG00000157211
2645,CDH1,ENSG00000039068
2646,CDH2,ENSG00000170558
2647,CDH3,ENSG00000062038
2648,CDH4,ENSG00000179242
2649,CDH5,ENSG00000179776
2650,CDH6,ENSG00000113361
2651,CDH7,ENSG00000081138
2652,CDH8,ENSG00000150394
2653,CDH9,ENSG00000113100
2654,CDH10,ENSG00000040731
2655,CDH11,ENSG00000140937
2656,CDH12,ENSG00000154162
2657,CDH13,ENSG00000140945
2658,CDH15,ENSG00000129910
2659,CDH16,ENSG00000166589
2660,CDH17,ENSG00000079112
2661,CDH18,ENSG00000145526
2662,CDH19,ENSG00000071991
2663,CDH20,ENSG00000101542
2664,CDH22,ENSG00000149654
2665,CDH23,ENSG00000107736
2666,CDH24,ENSG00000139880
2667,CDH26,ENSG00000124215
2668,CDHR1,ENSG00000148600
2669,CDHR2,ENSG00000074276
2670,CDHR3,ENSG00000128536
2671,CDHR4,ENSG00000187492
2672,CDHR5,ENSG00000099834
2673,CDIN1,ENSG00000186073
2674,CDIP1,ENSG00000089486
2675,CDIPT,ENSG00000103502
2676,CDK1,ENSG00000170312
2677,CDK2,ENSG00000123374
2678,CDK2AP1,ENSG00000111328
2679,CDK2AP2,ENSG00000167797
2680,CDK3,ENSG00000250506
2681,CDK4,ENSG00000135446
2682,CDK5,ENSG00000164885
2683,CDK5R1,ENSG00000176749
2684,CDK5R2,ENSG00000171450
2685,CDK5RAP1,ENSG00000101391
2686,CDK5RAP2,ENSG00000136861
2687,CDK5RAP3,ENSG00000108465
2688,CDK6,ENSG00000105810
2689,CDK7,ENSG00000134058
2690,CDK8,ENSG00000132964
2691,CDK9,ENSG00000136807
2692,CDK10,ENSG00000185324
2693,CDK11A,ENSG00000008128
2694,CDK11B,ENSG00000248333
2695,CDK12,ENSG00000167258
2696,CDK13,ENSG00000065883
2697,CDK14,ENSG00000058091
2698,CDK15,ENSG00000138395
2699,CDK16,ENSG00000102225
2700,CDK17,ENSG00000059758
2701,CDK18,ENSG00000117266
2702,CDK19,ENSG00000155111
2703,CDK20,ENSG00000156345
2704,CDKAL1,ENSG00000145996
2705,CDKL1,ENSG00000100490
2706,CDKL2,ENSG00000138769
2707,CDKL3,ENSG00000006837
2708,CDKL4,ENSG00000205111
2709,CDKL5,ENSG00000008086
2710,CDKN1A,ENSG00000124762
2711,CDKN1B,ENSG00000111276
2712,CDKN1C,ENSG00000129757
2713,CDKN2A,ENSG00000147889
2714,CDKN2AIP,ENSG00000168564
2715,CDKN2AIPNL,ENSG00000237190
2716,CDKN2B,ENSG00000147883
2717,CDKN2C,ENSG00000123080
2718,CDKN2D,ENSG00000129355
2719,CDKN3,ENSG00000100526
2720,CDNF,ENSG00000185267
2721,CDO1,ENSG00000129596
2722,CDON,ENSG00000064309
2723,CDPF1,ENSG00000205643
2724,CDR2,ENSG00000140743
2725,CDR2L,ENSG00000109089
2726,CDRT4,ENSG00000239704
2727,CDRT15,ENSG00000223510
2728,CDRT15L2,ENSG00000214819
2729,CDS1,ENSG00000163624
2730,CDS2,ENSG00000101290
2731,CDSN,ENSG00000204539
2732,CDT1,ENSG00000167513
2733,CDV3,ENSG00000091527
2734,CDX1,ENSG00000113722
2735,CDX2,ENSG00000165556
2736,CDX4,ENSG00000131264
2737,CDY1,ENSG00000172288
2738,CDY1B,ENSG00000172352
2739,CDY2A,ENSG00000182415
2740,CDY2B,ENSG00000129873
2741,CDYL,ENSG00000153046
2742,CDYL2,ENSG00000166446
2743,CEACAM1,ENSG00000079385
2744,CEACAM3,ENSG00000170956
2745,CEACAM4,ENSG00000105352
2746,CEACAM5,ENSG00000105388
2747,CEACAM6,ENSG00000086548
2748,CEACAM7,ENSG00000007306
2749,CEACAM8,ENSG00000124469
2750,CEACAM16,ENSG00000213892
2751,CEACAM18,ENSG00000213822
2752,CEACAM19,ENSG00000186567
2753,CEACAM20,ENSG00000273777
2754,CEACAM21,ENSG00000007129
2755,CEBPA,ENSG00000245848
2756,CEBPB,ENSG00000172216
2757,CEBPD,ENSG00000221869
2758,CEBPE,ENSG00000092067
2759,CEBPG,ENSG00000153879
2760,CEBPZ,ENSG00000115816
2761,CEBPZOS,ENSG00000218739
2762,CECR2,ENSG00000099954
2763,CEL,ENSG00000170835
2764,CELA1,ENSG00000139610
2765,CELA2A,ENSG00000142615
2766,CELA2B,ENSG00000215704
2767,CELA3A,ENSG00000142789
2768,CELA3B,ENSG00000219073
2769,CELF1,ENSG00000149187
2770,CELF2,ENSG00000048740
2771,CELF3,ENSG00000159409
2772,CELF4,ENSG00000101489
2773,CELF5,ENSG00000161082
2774,CELF6,ENSG00000140488
2775,CELSR1,ENSG00000075275
2776,CELSR2,ENSG00000143126
2777,CELSR3,ENSG00000008300
2778,CEMIP,ENSG00000103888
2779,CEMIP2,ENSG00000135048
2780,CEMP1,ENSG00000205923
2781,CENATAC,ENSG00000186166
2782,CEND1,ENSG00000184524
2783,CENPA,ENSG00000115163
2784,CENPB,ENSG00000125817
2785,CENPC,ENSG00000145241
2786,CENPE,ENSG00000138778
2787,CENPF,ENSG00000117724
2788,CENPH,ENSG00000153044
2789,CENPI,ENSG00000102384
2790,CENPJ,ENSG00000151849
2791,CENPK,ENSG00000123219
2792,CENPL,ENSG00000120334
2793,CENPM,ENSG00000100162
2794,CENPN,ENSG00000166451
2795,CENPO,ENSG00000138092
2796,CENPP,ENSG00000188312
2797,CENPQ,ENSG00000031691
2798,CENPS,ENSG00000175279
2799,CENPT,ENSG00000102901
2800,CENPU,ENSG00000151725
2801,CENPV,ENSG00000166582
2802,CENPVL1,ENSG00000223591
2803,CENPVL2,ENSG00000283093
2804,CENPVL3,ENSG00000224109
2805,CENPW,ENSG00000203760
2806,CENPX,ENSG00000169689
2807,CEP19,ENSG00000174007
2808,CEP20,ENSG00000133393
2809,CEP41,ENSG00000106477
2810,CEP43,ENSG00000213066
2811,CEP44,ENSG00000164118
2812,CEP55,ENSG00000138180
2813,CEP57,ENSG00000166037
2814,CEP57L1,ENSG00000183137
2815,CEP63,ENSG00000182923
2816,CEP68,ENSG00000011523
2817,CEP70,ENSG00000114107
2818,CEP72,ENSG00000112877
2819,CEP76,ENSG00000101624
2820,CEP78,ENSG00000148019
2821,CEP83,ENSG00000173588
2822,CEP85,ENSG00000130695
2823,CEP85L,ENSG00000111860
2824,CEP89,ENSG00000121289
2825,CEP95,ENSG00000258890
2826,CEP97,ENSG00000182504
2827,CEP104,ENSG00000116198
2828,CEP112,ENSG00000154240
2829,CEP120,ENSG00000168944
2830,CEP126,ENSG00000110318
2831,CEP128,ENSG00000100629
2832,CEP131,ENSG00000141577
2833,CEP135,ENSG00000174799
2834,CEP152,ENSG00000103995
2835,CEP162,ENSG00000135315
2836,CEP164,ENSG00000110274
2837,CEP170,ENSG00000143702
2838,CEP170B,ENSG00000099814
2839,CEP192,ENSG00000101639
2840,CEP250,ENSG00000126001
2841,CEP290,ENSG00000198707
2842,CEP295,ENSG00000166004
2843,CEP295NL,ENSG00000178404
2844,CEP350,ENSG00000135837
2845,CEPT1,ENSG00000134255
2846,CER1,ENSG00000147869
2847,CERCAM,ENSG00000167123
2848,CERK,ENSG00000100422
2849,CERKL,ENSG00000188452
2850,CERS1,ENSG00000223802
2851,CERS2,ENSG00000143418
2852,CERS3,ENSG00000154227
2853,CERS4,ENSG00000090661
2854,CERS5,ENSG00000139624
2855,CERS6,ENSG00000172292
2856,CERT1,ENSG00000113163
2857,CES1,ENSG00000198848
2858,CES2,ENSG00000172831
2859,CES3,ENSG00000172828
2860,CES4A,ENSG00000172824
2861,CES5A,ENSG00000159398
2862,CETN1,ENSG00000177143
2863,CETN2,ENSG00000147400
2864,CETN3,ENSG00000153140
2865,CETP,ENSG00000087237
2866,CFAP20,ENSG00000070761
2867,CFAP20DC,ENSG00000163689
2868,CFAP36,ENSG00000163001
2869,CFAP43,ENSG00000197748
2870,CFAP44,ENSG00000206530
2871,CFAP45,ENSG00000213085
2872,CFAP46,ENSG00000171811
2873,CFAP47,ENSG00000165164
2874,CFAP52,ENSG00000166596
2875,CFAP53,ENSG00000172361
2876,CFAP54,ENSG00000188596
2877,CFAP57,ENSG00000243710
2878,CFAP58,ENSG00000120051
2879,CFAP61,ENSG00000089101
2880,CFAP65,ENSG00000181378
2881,CFAP68,ENSG00000137720
2882,CFAP69,ENSG00000105792
2883,CFAP70,ENSG00000156042
2884,CFAP73,ENSG00000186710
2885,CFAP74,ENSG00000142609
2886,CFAP77,ENSG00000188523
2887,CFAP90,ENSG00000215217
2888,CFAP91,ENSG00000183833
2889,CFAP92,ENSG00000114656
2890,CFAP95,ENSG00000204711
2891,CFAP97,ENSG00000164323
2892,CFAP97D1,ENSG00000231256
2893,CFAP97D2,ENSG00000283361
2894,CFAP99,ENSG00000206113
2895,CFAP100,ENSG00000163885
2896,CFAP107,ENSG00000157330
2897,CFAP119,ENSG00000196118
2898,CFAP126,ENSG00000188931
2899,CFAP141,ENSG00000163263
2900,CFAP157,ENSG00000160401
2901,CFAP161,ENSG00000156206
2902,CFAP206,ENSG00000272514
2903,CFAP210,ENSG00000154479
2904,CFAP221,ENSG00000163075
2905,CFAP251,ENSG00000158023
2906,CFAP276,ENSG00000179902
2907,CFAP298,ENSG00000159079
2908,CFAP299,ENSG00000197826
2909,CFAP300,ENSG00000137691
2910,CFAP410,ENSG00000160226
2911,CFAP418,ENSG00000156172
2912,CFB,ENSG00000243649
2913,CFC1,ENSG00000136698
2914,CFC1B,ENSG00000152093
2915,CFD,ENSG00000197766
2916,CFDP1,ENSG00000153774
2917,CFH,ENSG00000000971
2918,CFHR1,ENSG00000244414
2919,CFHR2,ENSG00000080910
2920,CFHR3,ENSG00000116785
2921,CFHR4,ENSG00000134365
2922,CFHR5,ENSG00000134389
2923,CFI,ENSG00000205403
2924,CFL1,ENSG00000172757
2925,CFL2,ENSG00000165410
2926,CFLAR,ENSG00000003402
2927,CFP,ENSG00000126759
2928,CFTR,ENSG00000001626
2929,CGA,ENSG00000135346
2930,CGAS,ENSG00000164430
2931,CGB1,ENSG00000267631
2932,CGB2,ENSG00000104818
2933,CGB3,ENSG00000104827
2934,CGB5,ENSG00000189052
2935,CGB7,ENSG00000196337
2936,CGB8,ENSG00000213030
2937,CGGBP1,ENSG00000163320
2938,CGN,ENSG00000143375
2939,CGNL1,ENSG00000128849
2940,CGREF1,ENSG00000138028
2941,CGRRF1,ENSG00000100532
2942,CH25H,ENSG00000138135
2943,CHAC1,ENSG00000128965
2944,CHAC2,ENSG00000143942
2945,CHAD,ENSG00000136457
2946,CHADL,ENSG00000100399
2947,CHAF1A,ENSG00000167670
2948,CHAF1B,ENSG00000159259
2949,CHAMP1,ENSG00000198824
2950,CHAT,ENSG00000070748
2951,CHCHD1,ENSG00000172586
2952,CHCHD2,ENSG00000106153
2953,CHCHD3,ENSG00000106554
2954,CHCHD4,ENSG00000163528
2955,CHCHD5,ENSG00000125611
2956,CHCHD6,ENSG00000159685
2957,CHCHD7,ENSG00000170791
2958,CHCHD10,ENSG00000250479
2959,CHCT1,ENSG00000141371
2960,CHD1,ENSG00000153922
2961,CHD1L,ENSG00000131778
2962,CHD2,ENSG00000173575
2963,CHD3,ENSG00000170004
2964,CHD4,ENSG00000111642
2965,CHD5,ENSG00000116254
2966,CHD6,ENSG00000124177
2967,CHD7,ENSG00000171316
2968,CHD8,ENSG00000100888
2969,CHD9,ENSG00000177200
2970,CHD9NB,ENSG00000277639
2971,CHDH,ENSG00000016391
2972,CHEK1,ENSG00000149554
2973,CHEK2,ENSG00000183765
2974,CHERP,ENSG00000085872
2975,CHFR,ENSG00000072609
2976,CHGA,ENSG00000100604
2977,CHGB,ENSG00000089199
2978,CHI3L1,ENSG00000133048
2979,CHI3L2,ENSG00000064886
2980,CHIA,ENSG00000134216
2981,CHIC1,ENSG00000204116
2982,CHIC2,ENSG00000109220
2983,CHID1,ENSG00000177830
2984,CHIT1,ENSG00000133063
2985,CHKA,ENSG00000110721
2986,CHKB,ENSG00000100288
2987,CHL1,ENSG00000134121
2988,CHM,ENSG00000188419
2989,CHML,ENSG00000203668
2990,CHMP1A,ENSG00000131165
2991,CHMP1B,ENSG00000255112
2992,CHMP2A,ENSG00000130724
2993,CHMP2B,ENSG00000083937
2994,CHMP3,ENSG00000115561
2995,CHMP4A,ENSG00000254505
2996,CHMP4B,ENSG00000101421
2997,CHMP4C,ENSG00000164695
2998,CHMP5,ENSG00000086065
2999,CHMP6,ENSG00000176108
3000,CHMP7,ENSG00000147457
3001,CHN1,ENSG00000128656
3002,CHN2,ENSG00000106069
3003,CHODL,ENSG00000154645
3004,CHORDC1,ENSG00000110172
3005,CHP1,ENSG00000187446
3006,CHP2,ENSG00000166869
3007,CHPF,ENSG00000123989
3008,CHPF2,ENSG00000033100
3009,CHPT1,ENSG00000111666
3010,CHRAC1,ENSG00000104472
3011,CHRD,ENSG00000090539
3012,CHRDL1,ENSG00000101938
3013,CHRDL2,ENSG00000054938
3014,CHRFAM7A,ENSG00000166664
3015,CHRM1,ENSG00000168539
3016,CHRM2,ENSG00000181072
3017,CHRM3,ENSG00000133019
3018,CHRM4,ENSG00000180720
3019,CHRM5,ENSG00000184984
3020,CHRNA1,ENSG00000138435
3021,CHRNA2,ENSG00000120903
3022,CHRNA3,ENSG00000080644
3023,CHRNA4,ENSG00000101204
3024,CHRNA5,ENSG00000169684
3025,CHRNA6,ENSG00000147434
3026,CHRNA7,ENSG00000175344
3027,CHRNA9,ENSG00000174343
3028,CHRNA10,ENSG00000129749
3029,CHRNB1,ENSG00000170175
3030,CHRNB2,ENSG00000160716
3031,CHRNB3,ENSG00000147432
3032,CHRNB4,ENSG00000117971
3033,CHRND,ENSG00000135902
3034,CHRNE,ENSG00000108556
3035,CHRNG,ENSG00000196811
3036,CHST1,ENSG00000175264
3037,CHST2,ENSG00000175040
3038,CHST3,ENSG00000122863
3039,CHST4,ENSG00000140835
3040,CHST5,ENSG00000135702
3041,CHST6,ENSG00000183196
3042,CHST7,ENSG00000147119
3043,CHST8,ENSG00000124302
3044,CHST9,ENSG00000154080
3045,CHST10,ENSG00000115526
3046,CHST11,ENSG00000171310
3047,CHST12,ENSG00000136213
3048,CHST13,ENSG00000180767
3049,CHST14,ENSG00000169105
3050,CHST15,ENSG00000182022
3051,CHSY1,ENSG00000131873
3052,CHSY3,ENSG00000198108
3053,CHTF8,ENSG00000168802
3054,CHTF18,ENSG00000127586
3055,CHTOP,ENSG00000160679
3056,CHUK,ENSG00000213341
3057,CHURC1,ENSG00000258289
3058,CIAO1,ENSG00000144021
3059,CIAO2A,ENSG00000166797
3060,CIAO2B,ENSG00000166595
3061,CIAO3,ENSG00000103245
3062,CIAPIN1,ENSG00000005194
3063,CIART,ENSG00000159208
3064,CIB1,ENSG00000185043
3065,CIB2,ENSG00000136425
3066,CIB3,ENSG00000141977
3067,CIB4,ENSG00000157884
3068,CIBAR1,ENSG00000188343
3069,CIBAR2,ENSG00000153789
3070,CIC,ENSG00000079432
3071,CIDEA,ENSG00000176194
3072,CIDEB,ENSG00000136305
3073,CIDEC,ENSG00000187288
3074,CIITA,ENSG00000179583
3075,CILK1,ENSG00000112144
3076,CILP,ENSG00000138615
3077,CILP2,ENSG00000160161
3078,CINP,ENSG00000100865
3079,CIP2A,ENSG00000163507
3080,CIPC,ENSG00000198894
3081,CIR1,ENSG00000138433
3082,CIRBP,ENSG00000099622
3083,CIROP,ENSG00000283654
3084,CISD1,ENSG00000122873
3085,CISD2,ENSG00000145354
3086,CISD3,ENSG00000277972
3087,CISH,ENSG00000114737
3088,CIT,ENSG00000122966
3089,CITED1,ENSG00000125931
3090,CITED2,ENSG00000164442
3091,CITED4,ENSG00000179862
3092,CIZ1,ENSG00000148337
3093,CKAP2,ENSG00000136108
3094,CKAP2L,ENSG00000169607
3095,CKAP4,ENSG00000136026
3096,CKAP5,ENSG00000175216
3097,CKB,ENSG00000166165
3098,CKLF,ENSG00000217555
3099,CKM,ENSG00000104879
3100,CKMT1A,ENSG00000223572
3101,CKMT1B,ENSG00000237289
3102,CKMT2,ENSG00000131730
3103,CKS1B,ENSG00000173207
3104,CKS2,ENSG00000123975
3105,CLASP1,ENSG00000074054
3106,CLASP2,ENSG00000163539
3107,CLASRP,ENSG00000104859
3108,CLBA1,ENSG00000140104
3109,CLC,ENSG00000105205
3110,CLCA1,ENSG00000016490
3111,CLCA2,ENSG00000137975
3112,CLCA4,ENSG00000016602
3113,CLCC1,ENSG00000121940
3114,CLCF1,ENSG00000175505
3115,CLCN1,ENSG00000188037
3116,CLCN2,ENSG00000114859
3117,CLCN3,ENSG00000109572
3118,CLCN4,ENSG00000073464
3119,CLCN5,ENSG00000171365
3120,CLCN6,ENSG00000011021
3121,CLCN7,ENSG00000103249
3122,CLCNKA,ENSG00000186510
3123,CLCNKB,ENSG00000184908
3124,CLDN1,ENSG00000163347
3125,CLDN2,ENSG00000165376
3126,CLDN3,ENSG00000165215
3127,CLDN4,ENSG00000189143
3128,CLDN5,ENSG00000184113
3129,CLDN6,ENSG00000184697
3130,CLDN7,ENSG00000181885
3131,CLDN8,ENSG00000156284
3132,CLDN9,ENSG00000213937
3133,CLDN10,ENSG00000134873
3134,CLDN11,ENSG00000013297
3135,CLDN12,ENSG00000157224
3136,CLDN14,ENSG00000159261
3137,CLDN15,ENSG00000106404
3138,CLDN16,ENSG00000113946
3139,CLDN17,ENSG00000156282
3140,CLDN18,ENSG00000066405
3141,CLDN19,ENSG00000164007
3142,CLDN20,ENSG00000171217
3143,CLDN22,ENSG00000177300
3144,CLDN23,ENSG00000253958
3145,CLDN24,ENSG00000185758
3146,CLDN25,ENSG00000228607
3147,CLDN34,ENSG00000234469
3148,CLDND1,ENSG00000080822
3149,CLDND2,ENSG00000160318
3150,CLEC1A,ENSG00000150048
3151,CLEC1B,ENSG00000165682
3152,CLEC2A,ENSG00000188393
3153,CLEC2B,ENSG00000110852
3154,CLEC2D,ENSG00000069493
3155,CLEC2L,ENSG00000236279
3156,CLEC3A,ENSG00000166509
3157,CLEC3B,ENSG00000163815
3158,CLEC4A,ENSG00000111729
3159,CLEC4C,ENSG00000198178
3160,CLEC4D,ENSG00000166527
3161,CLEC4E,ENSG00000166523
3162,CLEC4F,ENSG00000152672
